full_text
Pantai Kelapa Kunjir | Rating: 4 | Komentar: tiket lumayan murah dibanding pantai sekitar nya... Bisa ngopi smbil ngadem di rerumputan
Pantai Kahai | Rating: 5 | Komentar: good beach
"Pantai Kahai | Rating: 5 | Komentar: Murmer tiket masuk kahai beach dan water boom nya harga terjangkau
Untuk 4 kamar bilas air kran nya ga keluar jd bau pesing"
"Pantai Kahai | Rating: 1 | Komentar: Akses jalan sdh parah, kamar jelek, waterboom kotor parah, hrg kamar bintang 5 ZONK"
Pantai Kahai | Rating: 5 | Komentar: Pokoknya gak bisa ngomong lagi pantai kahai is the best
Pantai Kahai | Rating: 5 | Komentar: Saiiik benget si ini hotel kahai beach buat puari2 yang bingung cari tempat liburan.jangan ditanya masalah view nya asli si gak ada obat.gak bakalan nyesel yang ada nagih
Pantai Kahai | Rating: 5 | Komentar: Tempat liburan yang sangat menyenangkan untuk keluarga dan kawan2.pantai nya bagus ada juga hotel untuk bermalam . pasilitas lengkap  the best untuk kahai beach 
"Pantai Kahai | Rating: 5 | Komentar: Pantainya bagus, bersih tambah lagi  wahana seru2 dan waterboomnya, recomand bngt"
"Pantai Kahai | Rating: 5 | Komentar: Buat sobat travelers yang bingung mencari penginapan, di hotel kahai beach ini paling rekomended nih karena view nya langsung menghadap ke pantai"
Pantai Kahai | Rating: 5 | Komentar: kerennn pada kesini deh
Pantai Kahai | Rating: 5 | Komentar: Suka banget sama view pantai nya keren tersedia banyak wahana permainan juga cocok buat staycation bareng family atau pasangan
Pantai Kahai | Rating: 5 | Komentar: Suasana pantai dan wahana apalagi...hotel nya mantap banyak perubahan dan di dalam hotel ada barista dan cafenya pokoknya mantap wisata di krakatau kahai beach resots
"Pantai Kahai | Rating: 4 | Komentar: Tempatnya menyatu dengan resort dan taman air, tetapi sepi sekali."
Pantai Kahai | Rating: 5 | Komentar: Udah yang ke 5x kesini banyak perubahan speechless dengan nuansa pantai dan waterboom yang view nya bagus banget. Cocok buat bulan madu atau famgath Ada Flyingfox Dan Wahana Permainannya Juga
"Pantai Kahai | Rating: 2 | Komentar: Pamandang oke
Penginapan kamarnya yg saya pilih camping:
- AC kotor sdh lma gk d bersihkan
- kmar mandi kotor dan untuk gantungan pakaian gk ada
- TV gk da hiburan
- makanan pas mkn mlem oke tp ordernya lama hmpir 1 j lebih baru dteng"
"Pantai Kahai | Rating: 5 | Komentar: Bagus, murah, nyaman, enak rekomend"
"Pantai Kahai | Rating: 5 | Komentar: Pantainya bagus, bersih, nyaman, aman juga untuk anak anak main, cocok bgt buat family time's.
Ga ketinggalan selalu bawa suplement sehat dan madu murni nya.
Bisa order disini yaaw >> 089698995449"
"Pantai Kahai | Rating: 5 | Komentar: Berkunjung pada hari libur nasional bulan Oktober 2022. Akses jalan menuju lokasi banyak yang rusak karena banyak dilalui truk pengangkut batu atau material proyek di dekat resort. Untuk rate room dapat diskon utk pembelian on the spot. Harga room only, exclude sarapan dan tiket masuk pantai dan waterboom. Kamar lumayan cozy utk suite room. Ada balkon yang menghadap pantai. Banyak renovasi di resort. Untuk waterboom lumayan bersih pada kolam anak-anak, tapi untuk kolam dewasa cukup banyak kotoran. Seluncuran dewasa hanya yg kecil yg bisa digunakan. Makanan di resto cukup enak dengan harga yg oke. Overall cukup puas liburan bersama keluarga disini. Thanks.."
"Pantai Kahai | Rating: 1 | Komentar: Kalo gk penting"" amat kesini cari tempat lain aja.. parkirnya mahal"
Pantai Kahai | Rating: 2 | Komentar: tidak memuaskan
"Pantai Kahai | Rating: 5 | Komentar: View nya wowwww bagus bgt dari kamar hotel kelihatan pantainya langsung, makanannya enak, karyawan nya ramah tamah, buat harga segitu ga kecewa sih cma akses jalannya aja yg minus.. over all ini tempatnya bagus bgt guys buat nenangin  diri maupun honey moon krna msih bner2 asriii bgt terus deket juga sm wisata air terjun,saran sy semoga akses jalan kesana diperbaiki lagi dan tambahin lagi karyawanny , smoga nnti pas nginep disini lagi udh lebih baik yaa"
"Pantai Kahai | Rating: 3 | Komentar: Blm tertata, management nya jg masih blm rapih"
"Pantai Kahai | Rating: 5 | Komentar: Mantaaap, tempatnya terpencil jauh dari keramain, suasananya, adem sejuuk &dekat dengan laut"
Pantai Kahai | Rating: 3 | Komentar: Jadilah bintang 3..Krn tempat ini blm benar2 selesai utk di nikmati sbg tempat liburan
"Pantai Kahai | Rating: 5 | Komentar: 2 tahun lalu ke sini, tempatnya aman, sejuk dan enak, mungkin karena dampak covid jadi kurang terawat saja fasilitasnya."
"Pantai Kahai | Rating: 1 | Komentar: Jauh, mahal, pantai nya laut lepas nggk bisa mandi, waterboom nya kotor airnya berlumut, tempat bilasnya sudah lama tidak digunakan kotor.. harus diperbaiki ini.."
Pantai Kahai | Rating: 1 | Komentar: not good
Pantai Kahai | Rating: 5 | Komentar: View bagus... G bakalan nyesel
"Pantai Kahai | Rating: 5 | Komentar: Ikan bakarnya enak masih segar  dan murah
Kamar lumayan bersih. Hanya saja pintu kamar yg ditempati anak anak kunci pintunya perlu diperbaiki"
"Pantai Kahai | Rating: 1 | Komentar: Kurang menarik pelayanannya terlalu lama, pantainya sih oke tapi masih ada sampah dan juga hotelnya kurang bagus dan sinyal disana jelek sekali"
"Pantai Kahai | Rating: 5 | Komentar: Tempat indah dan menarik buat kunjungan keluarga atau sahabat, hotel, resto dan tempat wisatanya keren banget lengkap"
"Pantai Kahai | Rating: 3 | Komentar: Kamar bersih, nyaman, suasana asri...sayang kolam renang nya tidak terawat....licin dan berlumut...niat liburan bersama keluarga ya main air...dan permainan lain nya tidak ada...kasian anak anak mau liburan tidak ada permainan .."
"Pantai Kahai | Rating: 4 | Komentar: Kamar hotel benar-benar bangunan lama, suasana di kamar rada creepy kalau udah malem. Type suite memang sih kamar mandi luassss tapi lampu remang-remang bikin horor, mana kotor banget kayak ga keurus. Jgn ngayal mau berendem ala inces di bathub, mau pipis aja pas malem gw tahan-tahan. Hahaa. Syg banget ya padahal view nya bagusss. Kalau untuk view menurut saya 9/10. Tapi kalau untuk kenyamanan di kamar hotel sangat amat kurang 5/10.

Dari hotel ke kolam renang pun jauh harus pakai mobil, jadi ga simple harus bawa baju ganti. Kolam renangnya udah pada tau lah yaa kalau kotor kurang perawatan. Akses menuju hotel lumayan jauh sekitar 40 menit dari pasar Kalianda, dgn jalan yang lumayan sempit. Tapi sepanjang perjalanan terbayar dgn pemandangan yg dilihat.

Kesini harus bawa bekal banyak, disarankan bawa alat bebakaran biar seruuu karena deket situ banyak yang jual ikan segar. Kalau bisa book hotel via marketplace karena harga masih masuk akal, kalau book direct ke pihak
hotel pastinya harga yang dibayar akan sangat tidak sesuai dgn apa yg akan anda dapat disana."
"Pantai Kahai | Rating: 5 | Komentar: Lumayan bagus, cuma kurang fasilitas, mini market gak ada, resto cuma sampai sore, kalo malam lapar harus cari keluar"
"Pantai Kahai | Rating: 4 | Komentar: Bersih,,"
Pantai Kahai | Rating: 4 | Komentar: bring your family and kids for vacation
Pantai Merak Belantung | Rating: 5 | Komentar: Tempat ayah dan saudara ku tinggal
Pantai Merak Belantung | Rating: 5 | Komentar: Bagus banggetttt
"Pantai Merak Belantung | Rating: 3 | Komentar: Perlu renovasi perhatian dari pemerintah yg kreatif untuk menarik daya kunjung wisata, bahagia dan sejahtera bersama keluarga untuk berlibur"
Pantai Merak Belantung | Rating: 3 | Komentar: Tempat ini bagus sangat cocok untk berlibur keluarga
Pantai Merak Belantung | Rating: 4 | Komentar: Ombak pas dateng kurang gede
"Pantai Merak Belantung | Rating: 2 | Komentar: pemandangan bagus, tapi sampah berserakan. petugas kebersihan banyak , tapi kebersihan sangat kurang. tdk sesuai dg tiket masuk 55ribu /orang"
"Pantai Merak Belantung | Rating: 4 | Komentar: Untuk harga tiket weekand mahal 35rb per org, dan agak bingung utk ank2 jg 35rb. Blm ada gazebo, tp ada tenda2 yg d sewakan. Ada kamar mandi, musolah, tempat bermain ank, dan tempat makan. Kl bs c ada gazebo y biar ga kehujanan. Tp kl pemandangan bgs, dan ank2 puas main air"
Pantai Merak Belantung | Rating: 5 | Komentar: Pantai yg indah nyaman dan ada playground untuk anak-anak dan tidak terlalu jauh dr jalan utama
"Pantai Merak Belantung | Rating: 1 | Komentar: Kecewa,cek oautnya jam 4 pgi"
Pantai Merak Belantung | Rating: 5 | Komentar: indah dan nyaman
Pantai Merak Belantung | Rating: 5 | Komentar: Parkir luas tempatnya nyaman
Pantai Merak Belantung | Rating: 5 | Komentar: Indah
Pantai Merak Belantung | Rating: 5 | Komentar: Mantap
Pantai Merak Belantung | Rating: 4 | Komentar: Pantai nya indah
Pantai Merak Belantung | Rating: 5 | Komentar: tempat nyaman untuk bersantai
Pantai Merak Belantung | Rating: 5 | Komentar: Teluk. kalo malam rame banyak yg mancing
"Pantai Merak Belantung | Rating: 5 | Komentar: Bersih,rapih, dan nyaman"
Pantai Merak Belantung | Rating: 1 | Komentar: pantai yang bagus
"Pantai Merak Belantung | Rating: 4 | Komentar: Pantai tersembunyi yqng masih bersih dan anda dapat menikmati pemandangan teluk di kalianda.... Merupakan daerah pembibitan udang anda akan banyak melihat bagan disini...

Kalianda banyak menyimpan pantai yang indah... Dengan gunung rajabasa di belakang nya menjadikan pantai ini segar dimata... Air laut yg cukup bersih dan ombak yg tidak terlalu besar menjadikan pantai ini nyaman untuk berenang dengan keluarga... Tentunya tetap waspada dan selalu pantau yang lain terutama anak anak"
"Pantai Merak Belantung | Rating: 1 | Komentar: Tgl 1 nov 2020, tempatnya kotor, ngk nyaman, karcis mahal lagi,,, "
Pantai Merak Belantung | Rating: 5 | Komentar: Happy on the beach
Pantai Merak Belantung | Rating: 5 | Komentar: Jalan k laut
Pantai Merak Belantung | Rating: 4 | Komentar: Tempat wisata pantai
Pantai Merak Belantung | Rating: 5 | Komentar: Kampung halaman
Pantai Merak Belantung | Rating: 5 | Komentar: Aquascape
Pantai Merak Belantung | Rating: 5 | Komentar: Pantai yg nyaman dan aman..
Pantai Merak Belantung | Rating: 5 | Komentar: indah
"Pantai Merak Belantung | Rating: 4 | Komentar: Tempatnya lumayan untuk wisata, banyak pilihan pantai di sini"
"Pantai Merak Belantung | Rating: 4 | Komentar: Barisan pantai2 cantik krakatoa resort, pantai bagus, embe, Marina, tapak kera..."
Pantai Merak Belantung | Rating: 5 | Komentar: Indah
Pantai Merak Belantung | Rating: 5 | Komentar: Best pokoknya buat Mb
Pantai Merak Belantung | Rating: 5 | Komentar: Bagus banget
Pantai Merak Belantung | Rating: 5 | Komentar: Kampung wisata dengan area pantai kompleks dan hutan mangrove terbaik diblampung selatan
Pantai Merak Belantung | Rating: 5 | Komentar: Tempat wisata
Pantai Merak Belantung | Rating: 5 | Komentar: Sangat indah..
Pantai Merak Belantung | Rating: 5 | Komentar: Panas tempatnya
"Pantai Merak Belantung | Rating: 5 | Komentar: Desa wisata yang keren dan tertata, banyak tempat wisata pantai yang bagus dan bersih."
Pantai Merak Belantung | Rating: 3 | Komentar: Tempatnya terjaga kebersihannya
Pantai Merak Belantung | Rating: 5 | Komentar: Pusatnya pantai dikalianda
Pantai Merak Belantung | Rating: 3 | Komentar: Okay
Pantai Merak Belantung | Rating: 5 | Komentar: Tempat yang sangat cocok untuk berlibur dan bersantai bersama keluarga..
Pantai Merak Belantung | Rating: 5 | Komentar: Jual Benur VannameiF1
"Pantai Minang Rua | Rating: 4 | Komentar: It s a quite and calm beach not far from Bakauheni port est 17-20 mins by motorbike. No public transportation to get to this place, but you can simply ask the security at the port to get service from people working at the port to drop you here, price abt 50k-60k rupiahs (1 trip by motorbike) get their numbers to pick you up again later :)

This place has a waterfall, a small cave where you can play along and have a quiet resting day :)"
"Pantai Minang Rua | Rating: 4 | Komentar: Lumayan lah, masuk juga murah laut indah nan biru"
"Pantai Minang Rua | Rating: 1 | Komentar: wisata kebanyakan calo baru masuk udh di mintain uang masuk 20rb, parkir masuk di mintain uang lagi 10rb gak masuk akal,mau berenang di mintain uang lagi 20rb petorang,pantainya gak seberapa bagus kotor banyak sampah nya,taunya cuman mintain uang aja kebersihan gak di perhatiin."
"Pantai Minang Rua | Rating: 5 | Komentar: Semua pantai2 indah di lampung selatan, wajib kita kunjungin"
"Pantai Minang Rua | Rating: 1 | Komentar: Pengalaman ketika ke Minang rua

Sudah lama tidak memberi review di Google maps
Tapi sekiranya untuk kali ini saya tidak ingin sekelik yang lain meredakan menyesal seperti saya

Pantai nya kurang bersih
Selain itu semua serba bayar
Masuk harus bayar 10k per orang
Parkir mobil bayar lagi 20k
Wc bayar lagi
Pendopoan bayar lagi

Tapi bingung mau ngapain disini mau foto foto kurang bagus juga

Selain itu tidak ada sisi keramahan yang saya dapat disini
Jadi di apa yang saya dapatkan wkwk

Saran saya
Perbaiki pelayanan nya secara adm dll
Perbaiki saranan dan prasarana nya
Buat spot spot foto
Buat tulisan tulisan penanda
Kasih stok kontak di setiap pendoponya + di bersihin

Saya tidak masalah membayar lebih asalkan fasilitas dan pelayanan yang di berikan sesuai
Semoga lebih baik kedepannya"
Pantai Minang Rua | Rating: 5 | Komentar: Pantainya bagus buat bermain.
"Pantai Minang Rua | Rating: 5 | Komentar: bagus, sunset nya memanjakan mata"
Pantai Minang Rua | Rating: 5 | Komentar: panyai bagus belum bnyk pengunjung..
"Pantai Minang Rua | Rating: 5 | Komentar: tempatnya bersih, indah, sejuk, orangnya juga ramah-ramah"
"Pantai Minang Rua | Rating: 5 | Komentar: Pantainya bagus, cuma jalannya agak curam. Pastikan kendaraan kamu fit untuk naik turun jalannya. Tiket masuknya juga murah cuma 10 ribu."
Pantai Minang Rua | Rating: 5 | Komentar: Tempatnya asriii...reeen banget
Pantai Minang Rua | Rating: 5 | Komentar: Untuk wisata paralayang keren bangeeettt pemandanganya
"Pantai Minang Rua | Rating: 5 | Komentar: Bagus, tapi pas kesana ombak lagi gede gedenya"
Pantai Minang Rua | Rating: 5 | Komentar: bagus bgttttt jadi pengen kesana lagiiii
Pantai Minang Rua | Rating: 5 | Komentar: Alhamdulillah kami pernah sampai kesitu
"Pantai Minang Rua | Rating: 5 | Komentar: Pantai indah dan penduduknya ramah, betah berpantai ria di minang rua. Selain pantai juga tempat ini menyediakan paket wisata lainya seperti air terjun, pulau kunyit, gunung alip, green canyon sewa banana boat, berkuda dan masih banyak lainya."
"Pantai Minang Rua | Rating: 5 | Komentar: paket lengkap buay yg mau liburan.
selain ada wahana air.
snorkling. green canyon.
pelepasan penyu (kalo beruntung).
ada air terjun.
ada berkuda.
apa lagi ya 

tp sayang pas kesana ombak lg gede.
krna akhir tahun juga.
bibir pantai pun terlihat bnyak sampah.
tp untung vasilitas kolam renang di villa jd anak anak tetep happy  dan menikmati liburan."
Pantai Minang Rua | Rating: 5 | Komentar: Nyaman banget
Pantai Minang Rua | Rating: 5 | Komentar: Pantai terindah di indonesia
Pantai Minang Rua | Rating: 5 | Komentar: Sangat Rekomended
Pantai Minang Rua | Rating: 5 | Komentar: pantai yang indah dan bersih
Pantai Minang Rua | Rating: 5 | Komentar: Pemandangan yang bagus
"Pantai Minang Rua | Rating: 5 | Komentar: Pantai Minang Rua terletak di Lampung Selatan, tepatnya di Desa Kelawi, Kecamatan Bakauheni. Pantai ini menjadi salah satu destinasi wisata alam yang memikat di wilayah Lampung karena keindahan alamnya yang masih alami dan tenang. Berbeda dengan pantai-pantai komersial lainnya, Pantai Minang Rua menawarkan suasana yang asri, dengan pemandangan pasir putih yang bersih, air laut yang jernih, serta pepohonan hijau yang rimbun di sekitarnya.

Daya tarik utama dari pantai ini adalah ombak yang relatif tenang, sehingga cocok untuk berenang, bermain di tepi pantai, atau menikmati waktu bersama keluarga. Di pantai ini juga terdapat tebing-tebing karang yang menjadi latar belakang pemandangan menakjubkan, serta gua kecil yang bisa dieksplorasi oleh para pengunjung.

Fasilitas di Pantai Minang Rua terbilang masih sederhana, dengan beberapa warung makanan dan tempat parkir yang tersedia. Namun, kesederhanaan inilah yang menjadikan pantai ini sebagai tempat yang tepat bagi mereka yang mencari ketenangan dan ingin bersantai jauh dari keramaian.

Akses menuju Pantai Minang Rua memerlukan perjalanan yang cukup menantang, terutama melewati jalanan yang belum sepenuhnya mulus. Meski demikian, keindahan alamnya menjadikan perjalanan itu sepadan, dan pantai ini patut dikunjungi oleh pencinta wisata alam."
Pantai Minang Rua | Rating: 4 | Komentar: Rame
Pantai Minang Rua | Rating: 4 | Komentar: pantainya lumayan bagus...tapi sampahnya minta ampunnn...jl kelokasi lumayan ekstreem...
"Pantai Minang Rua | Rating: 5 | Komentar: Pantainya lumayan bagus, hati2 di perjalanannya karena akses agak esktrim"
"Pantai Minang Rua | Rating: 4 | Komentar: Pantainya bersih, bagus"
Pantai Minang Rua | Rating: 5 | Komentar: Pantai dengan view terindah yg pernah saya temui rekomend bangettttttttttt 
Pantai Minang Rua | Rating: 5 | Komentar: Bersih pantainya
"Pantai Minang Rua | Rating: 1 | Komentar: Bayar camp nya mahal 50k per orang.. padahal bawa tenda sendiri..
Harus pinter2 negosiasi..."
Pantai Minang Rua | Rating: 5 | Komentar: Mantap
"Pantai Minang Rua | Rating: 4 | Komentar: Sedih :( sekarang pantainya jadi kotor, gak tau kebawa air lau atau gimana. Padahal tahun lalu bersihh airnya jernih.
Tapi kl mau cari pantai yg gak terlalu ramai bisa kesini.
Yuk sama2 jaga kebersihan lingkungan kita"
"Pantai Minang Rua | Rating: 1 | Komentar: Penjaganya kasar, pungli terus smpe dua kali dipalak, diatas 5k dibawah dipalak lagi 10k padahal cuma gua sendiri sama motor gua doang. Ga sesuai ekspektasi, ada bagian yang bersih sama kotor. Tapi itu ga masalah sebenernya kalau ramah sama ga ada pungli. Pokoknya 15k ga worth it klo cuma kesini doang"
"Pantai Minang Rua | Rating: 5 | Komentar: Enak adem, banyak pasirnya"
Pantai Minang Rua | Rating: 5 | Komentar: Pantainya bersih dan orang2nya ramah
Pantai Minang Rua | Rating: 5 | Komentar: Kurang jls
Pantai Minang Rua | Rating: 5 | Komentar: Lumayan bagus utk liburan ngajak keluarga...
"Pantai Minang Rua | Rating: 5 | Komentar: Pantai nya bagus, bersih banget, pelayanan nya juga baik, top dah destinasi wisata yang wajib di kunjungi, buat para pengejar sunset, disini dapet banget view nya"
Pantai Minang Rua | Rating: 5 | Komentar: Sunmori nxrt base baraya 3/3/2024...
Pantai Minang Rua | Rating: 5 | Komentar: ok
Pantai Minang Rua | Rating: 5 | Komentar: Pengalaman samtemen
Pantai Minang Rua | Rating: 5 | Komentar: Pantai nya bagus nyaman sayang sampah nya...
Pantai Minang Rua | Rating: 5 | Komentar: pas bngt nihhh buat liburan dan liat sunset
"Pantai Minang Rua | Rating: 5 | Komentar: seru, tapi pas dateng agak mendung, klo dateng pas panas pasti airnya makin jernih,"
Pantai Minang Rua | Rating: 1 | Komentar: Wisata mahal sekali
"Pantai Minang Rua | Rating: 4 | Komentar: Cukup recommended untuk liburan bersama keluarga,htmnya terjangkau"
"Pantai Minang Rua | Rating: 5 | Komentar: Seru banget,banyak ikan ikan dan kepiting"
"Pantai Minang Rua | Rating: 5 | Komentar: Pantainya lumayan recommended untuk dikunjungi cuma panas aja karena pohonya masih kecil kecil. Banyak warung jadi ga khawatri kalau pas ga bawa makan. Kalaumau kesini kendaran bener bener harus dicek dulu kaya rem karena jalannya cumam tapi bagus n mulus, cuma agak curam aja. Jangan yang maaih pemula yang bawa kendaraan ya."
"Pantai Minang Rua | Rating: 5 | Komentar: Thank's brothers!!!!
See u next time, i hope can coming back again."
"Pantai Minang Rua | Rating: 5 | Komentar: pantai paling indah sedunia,,"
"Pantai Minang Rua | Rating: 5 | Komentar: Bagus pantainya harganya juga murah fasilitas bersih terawat,cuma jalannya aj sempit dan naik turun tanjakan mobil harus benar2 normal"
Pantai Minang Rua | Rating: 4 | Komentar: Bagus wehh
"Pantai Minang Rua | Rating: 3 | Komentar: Ini pantai rangai bukan minang rua, lumayan untuk berenang anak2. Ombaknya juga tdk begitu besar. Banyak tersedia ikan bakar dan minuman es disini harga tiketpun murah"
Pantai Minang Rua | Rating: 5 | Komentar: Mantabb..harus cobain. Desa wisata terbaik kedua di indonesia
Pantai Minang Rua | Rating: 5 | Komentar: Recommended for children
Pantai Minang Rua | Rating: 5 | Komentar: Bagus
Pantai Minang Rua | Rating: 5 | Komentar: sangat indah pantainya..
"Pantai Minang Rua | Rating: 5 | Komentar: Kurang pepohonan, air pantainya juga agak kotor tapi bagus sih"
Pantai Minang Rua | Rating: 5 | Komentar: Lokasi bagus.. langsung view pantai..cuma akses jalan kesana cukup extrem..turun berliku
"Pantai Minang Rua | Rating: 1 | Komentar: Buruk pelayanan nya
Di atas udah di minta duit masuk
Trus di bawah duit parkir
Trus duduk di pondok di mintain lagi
Kenapa ga di tanyain pas masuk    mau sewa  pondok atau engga.    Jadi kan enak bayar nya.   Ini mah kita udah duduk  sekitar 10 menit baru di minta sewa pondok nya
Kalo bisa mah di gabung jadi satu bayar nya  jadi enak notal nya"
"Pantai Minang Rua | Rating: 5 | Komentar: Pantai yang sejuk dengan angin sepoi-sepoinya...
MasyaAllah..."
Pantai Minang Rua | Rating: 5 | Komentar: makanan tempat enak
"Pantai Minang Rua | Rating: 4 | Komentar: Ombak nya kecil cocok untuk anak-anak,tiket masuknya murah,ada penginapan,ada sewa tenda.bisa diving."
Pantai Minang Rua | Rating: 5 | Komentar: Bersih
Pantai Minang Rua | Rating: 5 | Komentar: Harga masuk plus sewa pelampung : 15.000
Pantai Kedu Warna | Rating: 5 | Komentar: Seruh
"Pantai Kedu Warna | Rating: 5 | Komentar: Nyaman banget. Pedagangnya ramah2..
Orang Music'nya juga ramah.
Banyak penjual makanan, jd gak perlu repot bekel dri rumah.
Pokoknya bikin betah"
Pantai Kedu Warna | Rating: 3 | Komentar: agak kesel krn liat di ig sama aslinya beda bgt udh gk ada lg bangunan yg baru dibuat itu yg melingkar ky di sosmednya trus payung payungnya gk ada yg di buka yaudah biasa aja pantainya nothing special
Pantai Kedu Warna | Rating: 5 | Komentar: Tepat di maps
"Pantai Kedu Warna | Rating: 5 | Komentar: kesini paas lg libur nasional jadi lumayan ramee hehe, tp tetap bisa menikmati koo karna pantainya luass,pemandangan nya masyaAllah indah karna pantai+gunung taapi pas kami kesini ombaknya lg gedee pooll, kebetulan kami menginap nah untuk perlengkapan seperti tenda, sleeping bag, dll juga ada disewakan disini.
terus ada pilihan kegiatan kaya sewa kuda dan paramotor jugaaa.
pokoknyaa rekomenddd"
"Pantai Kedu Warna | Rating: 5 | Komentar: Pantainya bersihh happy banget liat ombaknya syahduuuu, ada live music dan tempatnya bnyk yg free"
"Pantai Kedu Warna | Rating: 5 | Komentar: Pantai nya nyaman, bersih, boleh bw makanan dri luar, karyawan nya ramah, kamar mandi bayar 3rb msh wajar sih bersih juga, dan lebih seneng liat petugas kebersihan nya ga pernah diem selalu mungutin daun daun next bakal kesitu lg"
"Pantai Kedu Warna | Rating: 2 | Komentar: Tempat nyaman ,tapi semua tempat duduk sewa ,harga 30k,100k
Meding enakkan di Rio beach gratis tempat duduk dan tempat untuk santainya"
Pantai Kedu Warna | Rating: 5 | Komentar: Mantap
Pantai Kedu Warna | Rating: 5 | Komentar: Selalu tidak pernah kecewa sunset disini.. Mantap
"Pantai Kedu Warna | Rating: 5 | Komentar: bagus, fasilitas lengkap, pelayanan ramah
ada toilet khusus difabel "
Pantai Kedu Warna | Rating: 5 | Komentar: Pantai nya bersih dan banyak spot buat foto
"Pantai Kedu Warna | Rating: 5 | Komentar: Kesini untuk camping, pantainya bersih toilet/wc juga bersih."
Pantai Kedu Warna | Rating: 5 | Komentar: Tempatnya bagus banget
Pantai Kedu Warna | Rating: 5 | Komentar: Cukup kondusif
"Pantai Kedu Warna | Rating: 4 | Komentar: Asik aja... nongkrong, ngopi, nyemil sambil liat lalu lalang orang"
"Pantai Kedu Warna | Rating: 4 | Komentar: Cukup bagus, tp mungkin akan pilih pantai yg lain jl ada kesempatan lain ke Kalianda.
Klw mencari pasir putih, ga akan nemu ya di sini.
Oiya ada penyewaan kuda, ATV dan tandem motor parasut (400rb/ org)."
"Pantai Kedu Warna | Rating: 5 | Komentar: MasyaAllah... Pengelolaan nya yang baik, cuma utk tempat bilas dan toilet msh dipungut biaya  pdhl kalo dt4 lain itu sudah termasuk salah satu fasilitas pantai, masak keluar masuk kamar mandi harus bayar terus "
"Pantai Kedu Warna | Rating: 5 | Komentar: Setelah sekian lm g pernah ke laut, br kl ini pergi dpt pantai yg bersih lg, pertahankan buat pengelola"
"Pantai Kedu Warna | Rating: 5 | Komentar: Pantai nya bersih, cantik banget pemandangan nya"
Pantai Kedu Warna | Rating: 5 | Komentar: Mantap
"Pantai Kedu Warna | Rating: 5 | Komentar: Salah satu pelopor pantai di lampung selatan yang jadi tempat yang enak untuk sunset-an, parkirannya luas dan hamparan pantainya juga luas sekali, pasirnya masih lembut dan juga bersih.

Banyak pendopo yang bisa kita sewa dan area makanannya juga punya harga yang masih terjangkau, pantai yang wajib dikunjungi sekali kali!"
Pantai Kedu Warna | Rating: 4 | Komentar: anginnya kenceng banget
Pantai Kedu Warna | Rating: 5 | Komentar: Menikmati deburan ombak..rasa tenang
Pantai Kedu Warna | Rating: 5 | Komentar: Indah tempat nya enak buat refreshing
Pantai Kedu Warna | Rating: 2 | Komentar: Standar
Pantai Kedu Warna | Rating: 4 | Komentar: Okee
Pantai Kedu Warna | Rating: 4 | Komentar: Tempat yang cocok untuk liburan.
"Pantai Kedu Warna | Rating: 5 | Komentar: Banyak yang sudah di renov. Sunset nya cakep, ombak gede jadi lumayan ga cocok untuk berenang. Overall ga nyesel Dateng kesini untuk kesekian kali nya"
Pantai Kedu Warna | Rating: 1 | Komentar: jelek bet knrol
"Pantai Kedu Warna | Rating: 5 | Komentar: Pantai yang indah, suasananya nyaman buat rekreasi"
"Pantai Kedu Warna | Rating: 5 | Komentar: Singgah ke rumah saudara yg ada di Kalianda pas waktu balik dari Lebaran. Dan kami jalan2 sore. Akhirnya tertarik masuk ke Pantai Kedu Warna karena memang saat itu ramai sekali pengunjung dibandingkan pantai2 yg lainnya di barisan yang sama.

Karena penasaran jadi kami juga masuk kedalam & eksplor bagian dalam. Ternyata memang sebagus itu.

Bisa cek review fullnya di channel YouTube ku ya : META YANTI

Terimakasih"
Pantai Kedu Warna | Rating: 3 | Komentar: Rumah
"Pantai Kedu Warna | Rating: 5 | Komentar: Tempatnya bersih, suasana nyaman, fasilitas lengkap, areal Parkir luas, sangat rekomendasi untuk liburan ke Pantai Keduwarna 2"
"Pantai Kedu Warna | Rating: 4 | Komentar: Pantainya memiliki pasir yang kurang putih, ombak cukup besar karena menghadap ke Samudera Hindia
Tiket masuk murah Rp 15.000,-
Parkir luas dan berbayar
Toilet banyak
Staff lumayan bisa diajak ngobrol"
"Pantai Kedu Warna | Rating: 4 | Komentar: masuknya lumayan murah, semobil 7orng dewasa bayar 90rb udh termasuk parkir. pantainya bersih dan gada sampah alias bersihhh. suka banget si sama vibes nyaa.
btw sepanjang sana tuh banyak banget pilihan mau pantai mananya, dan gue pilih buat ke pantai kedu jnget ya kedu doang ga pake warna. PANTAI KEDU!
perjalanan dari bandar lampung lumayan deket 1 jam an, kearah pelabuhan bakauheni"
Pantai Kedu Warna | Rating: 5 | Komentar: Semuanya indaaah
"Pantai Kedu Warna | Rating: 5 | Komentar: Rute mudah dijangkau dg maps, tiket murah hnya 15rb,sewa saung 30 rb
Bawa bekal yg banyak kl kesini kl gk mau jg gpp bnyak kantinnya,asal bawa duit hehe"
Pantai Kedu Warna | Rating: 5 | Komentar: Keren
